,tId,tweet,aScore,sScore,cScore,nScore,cn,cas,mScore,uId,stTime
0,9.36048e+17,"@realDonaldTrump Jeez.  Pass it already. Then its on you, you bozo",0.0,0.0275,0,-19,0.0275,0.0275,0.009166666666666667,1000010821.0,30-11-2017 01:42
1,9.33201e+17,Trump Picks Another Battle With Black Athletes,-1.0,-0.026785714285714284,0.0,-14,-1.0267857142857142,-1.0267857142857142,-0.3422619047619047,1000037634.0,22-11-2017 05:12
2,9.39667e+17,@realDonaldTrump Do you ever leave the toilet?,-1.0,-0.027529761904761904,-0.5,-18,-1.5275297619047619,-1.5275297619047619,-0.5091765873015873,100005375.0,10-12-2017 01:22
3,9.38973e+17,@jodikantor @mega2e Trump next.,0.0,0.0,0.0,-1,0.0,0.0,0.0,100005598.0,08-12-2017 03:25
4,9.36813e+17,@RadioFreeTom Theyve moved on to proudly wearing tee shirts that proclaim trump can grab my p***y.,2.0,0.012276785714285716,-1,-22,1.0122767857142858,1.0122767857142858,0.3374255952380953,10000772.0,02-12-2017 04:22
5,9.34697e+17,@brianstelter @TIME For better or worse Trump is obviously man of the year,-1.0,0.0830174669080919,0.0,-24,-0.9169825330919081,-0.9169825330919081,-0.3056608443639694,1000081610.0,26-11-2017 08:13
6,9.36758e+17,dis israel appoint trump or americans elect him? they are running american foreign policy,0.0,-0.03242260787992495,0.0,-30,-0.03242260787992495,-0.03242260787992495,-0.010807535959974983,100011228.0,02-12-2017 00:44
7,9.34863e+17,"Breaking my friendship with all Americans!
One country cannot be so dumb to keep a dumb man one year as their president.
#trump #usa",-4.0,-0.023187876153977844,-1.0,-35,-5.023187876153978,-5.023187876153978,-1.6743959587179926,1000174098.0,26-11-2017 19:16
8,9.35893e+17,@EricTrump This is Trump winning every day. #MAGA,4.0,0.053966346153846156,1,4,5.053966346153846,5.053966346153846,1.6846554487179486,1000196534.0,29-11-2017 15:28
9,9.3899e+17,Yes the @saints made mistakes. But this is a massive screw job. @realDonaldTrump get your team ready and investigate this crap.,-4.0,-0.04354468283039712,-1.625,-14,-5.668544682830397,-5.668544682830397,-1.8895148942767992,1000226341.0,08-12-2017 04:34
10,9.33479e+17,@H_Combs @realDonaldTrump Drag him mom!,-1.0,0.40625,0.875,-11,0.28125,0.28125,0.09375,100023898.0,22-11-2017 23:35
11,9.35893e+17,"@NancyPelosi @JoeNBC @realDonaldTrump Finally, someone who is not putting up with your crap!",-3.0,-0.1398326210826211,-1.625,-19,-4.764832621082621,-4.764832621082621,-1.5882775403608738,100025240.0,29-11-2017 15:26
12,9.33504e+17,@iridescent31450 @_debate1 @CNN @realDonaldTrump There it is,0.0,0.009615384615384616,0.125,-25,0.1346153846153846,0.1346153846153846,0.04487179487179487,100033966.0,23-11-2017 01:13
13,9.34856e+17,@realDonaldTrump We need the guy who is hard on little girls. Which apparently isnt illegal in Alabama or Trumps mind,-4.0,0.021423801892551893,1.0,-36,-2.978576198107448,-2.978576198107448,-0.9928587327024827,1000351207.0,26-11-2017 18:47
14,9.39669e+17,@davidfrum The size of Trumps delicate ego is unrivaled.,0.0,0.12525641025641027,0.5,3,0.6252564102564102,0.6252564102564102,0.2084188034188034,100038301.0,10-12-2017 01:33
15,9.33202e+17,"Frankly, I thought no women would accuse trump because I assumed he paid them nicely to shut up. Worked for Ivana and Marla.",-3.0,0.033846477596477596,0,-8,-2.9661535224035225,-2.9661535224035225,-0.9887178408011742,1000474026.0,22-11-2017 05:13
16,9.36034e+17,"@realDonaldTrump @theresamay You tweeted the wrong account, you absolute whopper.",-2.0,-0.15324074074074073,0,-19,-2.1532407407407406,-2.1532407407407406,-0.7177469135802469,1000488200.0,30-11-2017 00:46
17,9.33481e+17,@realDonaldTrump Having the Russians for dinner?,0.0,-0.010964912280701754,0.0,-14,-0.010964912280701754,-0.010964912280701754,-0.003654970760233918,100050559.0,22-11-2017 23:42
18,9.36798e+17,@nelshal @kyungkarenmend1 @realDonaldTrump Yes they have short memories...,1.0,-0.0019736842105263133,0.125,-15,1.1230263157894738,1.1230263157894738,0.3743421052631579,1000515847.0,02-12-2017 03:24
19,9.3604e+17,"@Mrtimrock @realDonaldTrump Transgender couple, beautiful.",3.0,-0.075,0,0,2.925,2.925,0.975,10005382.0,30-11-2017 01:11
20,9.39651e+17,@CNN Also Trump: We need a Senator who thinks America was greatest when we had slavery.,0.0,0.04718192382666067,1.0,-16,1.0471819238266606,1.0471819238266606,0.34906064127555353,1000540958.0,10-12-2017 00:19
21,9.36037e+17,@realDonaldTrump @theresamay You do realize this is NOT the correct Theresa May,0.0,0.06797542735042734,0.0,-25,0.06797542735042734,0.06797542735042734,0.02265847578347578,1000585531.0,30-11-2017 01:00
22,9.36828e+17,this is exactly the shit that allowed trump to happen so i see zero issue with criticizing this crap at the present moment,-9.0,-0.06040626040626041,-0.75,-24,-9.81040626040626,-9.81040626040626,-3.27013542013542,1000678674.0,02-12-2017 05:23
23,9.39629e+17,@Freckelz43 Trump is going to put a new hotel there and rename it the Trump Circle duh,0.0,0.006525727359060692,0,-16,0.006525727359060692,0.006525727359060692,0.0021752424530202307,1000680276.0,09-12-2017 22:54
24,9.33541e+17,@olfred00 @zergstormtroop1 @TweetsByDewey @Mike_Janko @realDonaldTrump Agreed.,1.0,0.006525727359060692,0,-5,1.0065257273590607,1.0065257273590607,0.33550857578635357,1000713217.0,23-11-2017 03:42
25,9.3675e+17,@WhiteHouse You folks that is bashing Trump makes me laugh,1.0,-0.048616562009419155,2.25,-27,3.201383437990581,3.201383437990581,1.067127812663527,1000718443.0,02-12-2017 00:12
26,9.33557e+17,@realDonaldTrump You are a senile old man! Grow up.,0.0,0.07996612762237762,-0.625,-8,-0.5450338723776224,-0.5450338723776224,-0.18167795745920745,1000746805.0,23-11-2017 04:45
27,9.36758e+17,@BeeJayMatson @ShafPatel @realDonaldTrump Retweeting ISIS propaganda is considered ISIS propaganda in most democracies.,-4.0,0.02377136752136752,0.0,-13,-3.9762286324786325,-3.9762286324786325,-1.3254095441595442,1000758710.0,02-12-2017 00:44
28,9.33524e+17,@FoxNews Trump does not need hotel and hotel will miss the brand name trump.,-2.0,-0.0787037037037037,-1.0,-14,-3.0787037037037037,-3.0787037037037037,-1.0262345679012346,1000767517.0,23-11-2017 02:33
29,9.36806e+17,"@HRJames2 @NY_BlueBlood @realDonaldTrump Woah Gunther, he might see that",0.0,0.041666666666666664,1.0,-12,1.0416666666666667,1.0416666666666667,0.34722222222222227,100081445.0,02-12-2017 03:56
30,9.36756e+17,@Franklin_Graham @POTUS @realDonaldTrump You can take your theocracy and shove up your ass. The actual Jesus would be ashamed of you.,-5.0,0.012773199023199023,0,-36,-4.987226800976801,-4.987226800976801,-1.6624089336589336,1000842314.0,02-12-2017 00:35
31,9.33544e+17,@realDonaldTrump You are so immature and incompetent.  No one cares what you think.  Sad!,-3.0,-0.06177884615384616,0,-14,-3.061778846153846,-3.061778846153846,-1.0205929487179486,1000874862.0,23-11-2017 03:55
32,9.3356e+17,@FLOTUS @POTUSThump @WhiteHouse Why is there a small female pope?,0.0,-0.06009615384615385,0.0,-21,-0.06009615384615385,-0.06009615384615385,-0.020032051282051284,10008762.0,23-11-2017 04:56
33,9.35739e+17,@SCPrynne @jennygardiner @StephGrisham45 @WhiteHouse SHE WANTS TO BE SAVED WE MUST SAVE HER,4.0,-0.06041666666666666,0,-15,3.939583333333333,3.939583333333333,1.3131944444444443,1000899020.0,29-11-2017 05:14
34,9.36036e+17,@realDonaldTrump @theresamay You and your family are going to prison. #TraitorTrump #treason @gop is #Complicit,-5.0,0.01044337606837607,-1,-28,-5.989556623931624,-5.989556623931624,-1.9965188746438747,1000908828.0,30-11-2017 00:57
35,9.36839e+17,@audaciouskay Trump supporters will eat a shit sandwich in order to blow their bad breath on a liberal.,-6.0,-0.0670508658008658,1.0,-29,-5.067050865800866,-5.067050865800866,-1.6890169552669552,100092416.0,02-12-2017 06:07
36,9.36044e+17,@senorrinhatch @theresa_may Do you still think Trump is the best president ever?,3.0,0.07011217948717949,1.0,-21,4.07011217948718,4.07011217948718,1.3567040598290598,100092661.0,30-11-2017 01:26
37,9.3664e+17,@Robert_Blair @realDonaldTrump @POTUS @maddow wrong @ste Im guessing!,-2.0,-0.3611111111111111,-0.125,-10,-2.486111111111111,-2.486111111111111,-0.8287037037037037,100103.0,01-12-2017 16:54
38,9.39641e+17,"@realDonaldTrump But God forbid some ""thug disrespectful athletes"" kneel for the national anthem",0.0,0.06696428571428571,0.0,-26,0.06696428571428571,0.06696428571428571,0.022321428571428572,1001068482.0,09-12-2017 23:39
39,9.3593e+17,"@us4stones2 @realityfan96 @mark5A5 @AltFactNetwork @1965Randy @Alyssa_Milano @realDonaldTrump Blocked this low life, woman hating prick.",-9.0,-0.14624255952380952,-0.75,-7,-9.89624255952381,-9.89624255952381,-3.2987475198412697,100112271.0,29-11-2017 17:56
40,9.39671e+17,"@realDonaldTrump @daveweigel YOU are a FAKE President!
Resign with at least a shred of decency!
Tick tock Whiny Boy Drumpf!",-4.0,0.0693554131054131,0,-15,-3.9306445868945867,-3.9306445868945867,-1.3102148622981955,100121166.0,10-12-2017 01:38
41,9.35932e+17,@chefjoseandres @realDonaldTrump best business decision and the right moral thing to do. thank you chef.,5.0,0.17436551543694404,0,-2,5.174365515436944,5.174365515436944,1.724788505145648,100125409.0,29-11-2017 18:02
42,9.35893e+17,@teetime_kris @realDonaldTrump Guilt!,-3.0,-0.75,-1.5,-9,-5.25,-5.25,-1.75,100141954.0,29-11-2017 15:27
43,9.33555e+17,"@mindyfinn @Evan_McMullin @realDonaldTrump Youre a good person, Mindy. I hate him.",0.0,-0.22172619047619047,-0.75,-26,-0.9717261904761905,-0.9717261904761905,-0.3239087301587302,100150340.0,23-11-2017 04:35
44,9.38985e+17,@braidedcocks Trump did this,0.0,0.0012019230769230761,-0.375,-7,-0.3737980769230769,-0.3737980769230769,-0.12459935897435898,100160849.0,08-12-2017 04:14
45,9.36036e+17,@GOP @cmahar3 @realDonaldTrump For who??,0.0,0.0,0,-12,0.0,0.0,0.0,1001776003.0,30-11-2017 00:55
46,9.33477e+17,@NateSilver538 @chrislhayes When Trump resigns we can discuss if Franken should follow suit #potcallingkettle,-1.0,0.0078125,0,-15,-0.9921875,-0.9921875,-0.3307291666666667,10018852.0,22-11-2017 23:29
47,9.36642e+17,@MorningBriefing Trump should just appoint a Marine.,0.0,0.010416666666666668,-0.125,-8,-0.11458333333333333,-0.11458333333333333,-0.03819444444444444,1001997692.0,01-12-2017 17:05
48,9.33573e+17,"@mcuban @realDonaldTrump This is extremely disappointing to hear your thoughts on this, Mark.",-2.0,-0.10013354700854703,-0.25,-30,-2.350133547008547,-2.350133547008547,-0.783377849002849,1002031934.0,23-11-2017 05:48
49,9.38981e+17,@realDonaldTrump @foxandfriends Wow you can read.,4.0,0.011363636363636364,0.125,-9,4.136363636363637,4.136363636363637,1.378787878787879,1002105908.0,08-12-2017 03:56
50,9.39634e+17,@realDonaldTrump You only filled it to the first row,0.0,0.005704365079365082,-0.125,-11,-0.11929563492063491,-0.11929563492063491,-0.039765211640211635,1002194809.0,09-12-2017 23:12
51,9.3964e+17,@BenSasse You can thank president Trump and the republicans like you.,4.0,0.0,0.0,-20,4.0,4.0,1.3333333333333333,1002220459.0,09-12-2017 23:36
52,9.33207e+17,@gerfingerpoken @IvankaTrump @realDonaldTrump @THEHermanCain @MooreSenate They where under the payola.  Trump won money dries up.,3.0,0.023125,0.375,5,3.398125,3.398125,1.1327083333333332,1002266796.0,22-11-2017 05:34
53,9.3351e+17,"@GartrellLinda @POTUS Based on Hilary Clinton statements, the source of Taliban fund is not opium, U.S supply them.",0.0,-0.06291971916971917,0.125,-13,0.06208028083028083,0.06208028083028083,0.020693426943426945,1002271562.0,23-11-2017 01:36
54,9.33483e+17,@DailySignal @KellyannePolls Thank God and President Trump! Get the Freeloaders off my back!!!!,3.0,0.027777777777777776,0.0,-12,3.0277777777777777,3.0277777777777777,1.0092592592592593,1002382154.0,22-11-2017 23:52
55,9.39633e+17,@realDonaldTrump Fox News should be called TRUMP PROPAGANDA NETWORK. Far less trusted than many others.,0.0,0.04000087214372929,-1,-25,-0.9599991278562707,-0.9599991278562707,-0.3199997092854236,1002435649.0,09-12-2017 23:08
56,9.3664e+17,@Corrynmb @conmomma @POTUS @VP He needs disbarred,0.0,-0.041666666666666664,0.0,-13,-0.041666666666666664,-0.041666666666666664,-0.013888888888888888,100246899.0,01-12-2017 16:55
57,9.36039e+17,@realDonaldTrump @theresa_may Say NO TO RACISM and RACIST @realDonaldTrump,-7.0,0.041666666666666664,-1,-17,-7.958333333333333,-7.958333333333333,-2.6527777777777777,100251120.0,30-11-2017 01:09
58,9.35732e+17,@thekatievb @LarryMerville @thebradfordfile @realDonaldTrump Good questions....,3.0,0.30654761904761907,0.0,1,3.306547619047619,3.306547619047619,1.1021825396825398,1002604680.0,29-11-2017 04:49
59,9.33213e+17,@W_C_Patriot @POTUS Our #POTUS is the most courageous man Ive seen in a long long time. I love this man,5.0,0.17168682012432013,0.125,2,5.29668682012432,5.29668682012432,1.7655622733747733,100262325.0,22-11-2017 05:58
60,9.33471e+17,@realDonaldTrump In Other News... President is off track Once again,0.0,-0.01883741258741259,0.0,-4,-0.01883741258741259,-0.01883741258741259,-0.0062791375291375295,1002666750.0,22-11-2017 23:02
61,9.39667e+17,@realDonaldTrump @daveweigel and you lie constantly you piece of shit shut the fuck up,-8.0,-0.038605442176870744,0.375,-21,-7.663605442176871,-7.663605442176871,-2.5545351473922904,10026792.0,10-12-2017 01:25
62,9.35931e+17,"@realDonaldTrump When will trump be charged for sexual harassment, bigotry, fascism, stupidity &amp; the most un-American person in America",-9.0,-0.076215483234714,0.0,-37,-9.076215483234714,-9.076215483234714,-3.025405161078238,100269788.0,29-11-2017 17:57
63,9.33207e+17,@DonnaWR8 @POTUS Obstruction of Justice is a felony? Arrest the perp. .@JeffSession,-5.0,0.011778846153846154,1,-22,-3.988221153846154,-3.988221153846154,-1.3294070512820513,100270267.0,22-11-2017 05:33
64,9.33499e+17,"*@Evan_Peters playing a crazy trump supporter psycho killer* 
Me: would still have his babies ",-1.0,-0.07786131996658313,0.0,-8,-1.0778613199665832,-1.0778613199665832,-0.3592871066555277,100275499.0,23-11-2017 00:55
65,9.39641e+17,@realDonaldTrump @daveweigel If we fired everyone because they were a screw up you would rightly be a guy with a hat in your hand.,-2.0,0.014879256545923212,0.75,-9,-1.2351207434540767,-1.2351207434540767,-0.41170691448469227,100276047.0,09-12-2017 23:41
66,9.36046e+17,"Everybody is mocking Melania Trump for her thanksgiving and holiday designs, but they look dope as fuck.",-6.0,0.0007707570207570211,0.0,-16,-5.999229242979243,-5.999229242979243,-1.999743080993081,100280237.0,30-11-2017 01:35
